Orbital Period,Planetary Radius,Transit Duration,Transit Depth, Star’s Effective Temperature, Star’s Radius, Star’s Surface Gravity, Disposition
5.389491,14.3807,2.0,49190.0,3493.0,0.67,4.6,PC
1484.1934287,8.94439,3.05,13469.0,5602.0,0.8,4.63,PC
7.4476397,2.1911,2.266,1021.0,4526.0,0.73,4.56,PC
0.68831,21.715,1.365,3983.64,6054.0,3.13,3.47323,FP
5.332805,2.92256,2.142,1795.0,4189.0,0.7,4.57,PC
4.416076,16.839,4.677,7620.0,5186.0,2.32,,PC
5.4736892,18.8155,2.699,14590.0,6229.4,1.5,4.17,PC
2.8656356,11.1837,3.523,5530.0,8849.0,1.56,4.4,PC
3.4542618,,3.93,5344.0,,,,PC
20.8359197,7.56184,3.321,2451.0,6838.0,1.71,4.14,PC
4.2380294,6.48085,3.699,4699.0,6030.0,0.99,4.5,PC
3.6477926,3.9626,2.667,1747.0,5005.4,0.98,,PC
5.7180689,9.5585,5.215,2864.0,6219.0,1.83,3.99,PC
2.3645949,14.3865,2.442,5263.0,7743.0,2.02,4.09,PC
1.5275639,2.6103318,1.3727055,2892.4227936,3433.0,0.427953,4.89676,CP
4.5127799,10.6956,3.11,7453.0,5643.0,1.25,4.25,PC
5.8991458,1.10037,4.815,275.0,5419.4,0.76,4.65,PC
2.4018591,10.1612,3.471,655.0,6071.0,1.86,3.95,FP
15.5523703,3.54892,5.554,723.0,5759.0,1.18,4.31,PC
3.6249482,5.1321,2.294,748.0,4935.7,1.94,,PC
5.6177467,5.60938,2.307,670.0,6315.0,2.48,3.74,PC
3.3779614,14.3326751,4.2709189,7198.7471125,6113.0,1.6616499,4.05769,KP
1.4328255,18.2238418,2.0718518,51089.4348604,4588.0,0.817544,4.47637,KP
8.5473,10.3970349,3.5451032,2857.1912379,6619.0,1.89911,4.02,PC
6.1079575,19.1369245,5.1261164,14668.3220679,5681.0,1.56062,4.0558,PC
0.7888389,16.4131054,1.6416539,22614.8958863,5568.0,1.0280499,4.39267,KP
6.9153868,15.9616,6.156,5765.0,6649.3,2.05,4.37,PC
6.9593972,9.3800527,4.8553269,4826.8656037,5854.0,1.33729,4.438,KP
3.2706204,13.5836554,4.0101943,7558.7070106,5933.0,1.53146,4.31,PC
3.6342494,4.36152,3.683,380.0,5829.0,2.31,3.73,PC
2.6141047,3.60255,2.639,695.0,5650.0,1.46,4.11,PC
10.1298877,3.76774,4.796,634.0,6802.0,1.9,4.05,PC
12.9623248,5.94559,3.564,2427.0,5996.0,1.39,4.2,PC
12.5383316,3.44886,3.084,846.0,6018.0,1.23,4.3,PC
9.5327064,2.39108,2.55,1177.0,4504.0,0.72,4.58,PC
733.3796728,6.17234,4.101,2996.0,5878.0,1.22,4.29,PC
0.8134733,13.1118363,1.262964,25866.83474,4400.0,0.757649,4.64555,KP
17.2051468,8.17561,1.464,1975.0,6470.6,1.63,4.13,APC
3.1739329,15.5264,1.192,1590.0,4999.0,3.95,,PC
4.0947485,17.3607607,5.1910541,5981.4894009,5983.0,2.1987801,4.27,PC
2.4053036,19.9376761,3.3515613,11063.0791519,5476.0,1.84636,3.88771,PC
3.9854465,16.4220671,4.5181131,8800.6144816,5904.0,1.71105,4.0,PC
0.8778729,6.173706,1.008516,1704.0444879,6210.0,1.46319,4.18301,PC
7.5837846,10.7098887,2.0598226,3059.0689425,6457.0,1.89487,4.0,PC
4.9486116,10.6945832,1.3297363,6987.092161,5524.0,0.912363,4.5045,PC
17.4368079,18.6840757,4.3786259,15418.7232538,6332.0,1.47515,4.19731,PC
5.9337178,19.9345,1.089,36149.0,3322.0,0.53,4.71,PC
4.5696698,13.0582928,3.9536171,9861.079392,6122.0,1.28306,4.283,CP
10.9799801,8.3173,3.39,4626.0,5754.2,1.34,4.2,PC
11.5379235,3.827,3.661,1405.0,5835.0,1.01,4.45,PC
3.6462287,14.2198,3.662,6153.0,5707.0,1.84,3.92,PC
8.1618477,11.849,2.17,4647.0,7238.0,1.59,4.25,PC
13.0953097,8.3339,1.925,3028.0,6103.0,1.54,4.13,PC
3.3047459,4.70927,3.735,1724.0,6636.0,1.3,4.35,PC
19.3111424,9.91342,3.92,18500.0,5850.0,0.92,4.54,PC
729.9391752,15.2287,1.515,10806.0,5136.9,0.77,4.61,PC
2.7543175,2.11364,1.471,1368.0,3573.0,0.54,4.7,PC
3.4732477,13.0505,2.541,6428.0,7081.0,1.63,4.21,PC
4.7192734,7.15211,1.301,1557.0,6521.0,1.6,4.22041,FP
10.9600975,9.91407,6.171,4111.0,5586.7,2.04,3.82,PC
4.9156665,5.59825,2.561,2218.0,5656.0,1.2,4.28,PC
19.6500878,14.4539,2.277,2605.0,8968.0,2.85,3.88,PC
7.447404,13.1669,1.479,6142.0,7936.0,1.7,4.26,PC
3.6850751,10.2036,1.859,4456.0,5860.0,1.57,4.07,PC
13.4364908,9.8672,5.375,4735.0,6229.0,1.31,4.28,FP
5.0953453,12.0431,5.025,5956.0,6269.0,2.34,3.79,PC
17.0116833,8.55494,3.129,9188.0,5668.0,0.91,4.53,PC
1.7988855,13.2509,1.415,38230.0,3458.0,0.62,4.63,PC
3.0589547,17.6594,3.696,12864.0,6821.0,1.78,4.11,PC
4.7192771,9.68968,1.594,2856.0,5990.0,1.42,4.00966,PC
7.0911739,14.5208,5.635,8187.0,5924.0,1.37,4.2,PC
5.7881587,11.6578,6.879,1372.0,5668.0,3.74,,PC
9.5098954,16.5009,1.448,6596.0,5478.0,1.14,4.31,PC
8.4325164,9.45527,1.731,8796.0,5300.0,0.98,4.41,PC
2.67581,15.7041,2.288,9116.0,6171.0,1.66,4.07,PC
7.5138657,3.23033,2.121,1104.0,5139.0,0.89,4.48,PC
26.1622122,10.1227,3.631,6329.0,6139.0,1.14,4.39,PC
0.9097915,6.92737,1.044,3698.0,5822.0,1.09,4.39,PC
10.8089555,11.7906,2.71,6392.0,6876.0,1.49,4.27,PC
2.2059167,1.0369208,0.9395169,2594.7383621,3087.0,0.202097,5.07767,PC
9.2897006,11.4812614,5.3589155,6241.2619064,6055.0,1.41549,4.22795,KP
3.8030207,4.18884,2.537,2103.0,5035.0,1.01,4.35,PC
32.5444769,11.9952,1.661,101822.0,3230.0,0.38,4.84,PC
1.5840089,5.90757,1.134,1137.0,5188.0,1.72,3.91,PC
5.015806,14.6529,5.154,4470.0,7155.0,2.37,3.89,PC
3.917482,13.4773,2.619,8397.0,6466.0,1.54,4.18,PC
12.2981251,9.70951,3.98,14968.0,5614.0,0.87,4.55,PC
2.5354002,15.299,1.744,11001.0,5526.0,1.34,4.17,PC
11.1860909,10.3662,5.989,4416.0,6520.0,1.69,4.11,PC
7.3144752,13.336,1.481,19146.0,5137.0,0.99,4.39,PC
12.9414603,10.6791,3.75,13164.0,5832.0,1.01,4.45,PC
4.0860495,13.0323437,4.5420607,7083.7091188,6580.0,1.47741,4.0663,KP
3.1651539,14.2867,3.416,8746.0,6396.0,1.57,4.15,PC
6.5568726,12.6672,2.755,8511.0,6139.0,1.36,4.23,PC
2.3207203,14.0426,1.797,12787.0,4390.0,1.2,4.12,PC
2.5001306,17.7461,1.61,16650.0,6158.0,1.42,4.2,PC
25.0709977,11.9941,2.379,12286.0,5624.0,0.94,4.49,PC
3.5911377,11.6235,1.623,13850.0,6094.0,0.99,4.5,PC
1.1235117,12.5587,1.039,48991.0,3505.0,0.58,4.67,PC
4.315664,8.30372,6.135,3530.0,6707.0,1.56,4.2,PC
35.7890963,9.2051754,8.6915413,2255.7900517,6218.9,1.90288,3.96,PC
1.6930171,16.2172,2.759,10940.0,6010.0,1.64,4.05,PC
1.0014437,4.71785,1.28,416.0,6380.0,1.18,4.438,FP
3.8647617,13.7097,4.038,7591.0,6119.0,1.83,3.98,PC
4.2807848,2.8386,2.073,2031.0,4354.0,0.69,4.59,PC
37.8575614,7.35774,7.424,5180.0,5980.0,1.17,4.34,PC
3.1791661,12.9563,2.844,16245.0,6452.0,1.16,4.43,PC
10.3031578,11.0446,3.44,3072.0,6387.0,2.01,3.94,PC
5.4863844,14.247,4.339,8862.0,6498.0,1.61,4.15,PC
1.2864856,14.0003,1.328,104433.0,3172.0,0.45,4.79,PC
4.8934688,15.84,3.157,9659.0,6332.0,1.56,4.15,PC
18.184189,9.90639,3.696,9343.0,5265.0,1.09,4.32,CP
4.3664669,9.52505,2.004,26747.0,3598.0,0.59,4.66,PC
2.5989031,2.4312854,1.6635706,1953.2615465,3719.0,0.512361,4.76941,CP
4.6955986,2.6626375,2.1638721,1969.101717,3719.0,0.512361,4.76941,CP
7.1024749,1.9895244,2.7542652,1317.715762,3719.0,0.512361,4.76941,CP
7.7103227,8.52513,4.406,6083.0,6617.0,1.2,4.42,PC
3.4714821,13.2477,3.245,9502.0,6604.0,1.41,4.28,PC
5.8778295,11.2784,3.392,1326.0,5965.0,3.34,3.43,PC
6.5479496,2.28629,2.331,988.0,4853.5,0.73,4.61,PC
23.136755,9.05398,7.179,2514.0,7723.0,2.04,4.08,PC
8.6243051,16.2074,5.584,9216.0,7944.0,1.47,4.39,PC
3.5171227,14.6605,2.327,4327.0,6386.0,2.16,3.88,PC
2.231293,15.38,1.796,16216.0,6356.0,1.19,4.38,APC
4.140097,16.9028,2.896,40878.0,5359.0,0.82,4.57,PC
8.0136668,11.825,4.056,7657.0,5831.0,1.4,4.17,PC
4.7359232,13.5752589,7.0819612,2338.8745559,5370.0,2.7871499,3.72765,KP
16.9356875,3.59731,3.256,2618.0,4758.0,0.71,4.62,PC
1.9647786,15.9566,1.586,60692.0,3314.0,0.64,4.62,PC
3.3421583,16.3017,1.284,14573.0,6022.0,1.46,4.15,PC
4.8332515,14.6312,4.323,5964.0,6431.0,2.11,3.9,PC
42.7305626,4.03815,5.591,2711.0,5247.0,0.83,4.56,PC
3.9525732,,2.378,857.0,4536.1,,,FP
17.7505864,4.72963,5.578,1395.0,6967.0,1.38,4.34,PC
3.9963956,3.52475,3.878,635.0,5684.0,1.52,4.08,PC
20.86399,3.8434,5.624,1040.0,6153.0,1.2,4.35,PC
5.9867942,10.5818,0.904,1170.0,6336.4,1.37,4.26,PC
14.066109,21.5662738,3.4744355,16514.0482965,6157.0,1.47641,4.20407,FP
20.3292125,14.2065,6.584,10524.0,6500.6,1.37,4.32,PC
30.5055627,5.65993,6.967,1773.0,6500.6,1.37,4.32,PC
8.9965133,4.26079,2.842,988.0,6500.6,1.37,4.32,PC
,5.18833,6.426,1437.0,6500.6,1.37,4.32,PC
5.0569708,5.09264,3.401,795.0,5818.9,1.8,3.95,CP
3.8388774,1.94873,2.391,350.0,5745.0,1.01,4.44,PC
,2.4364,2.623,1000.0,4859.0,0.75,4.59,PC
9.5160627,17.807,1.832,487.0,4481.6,8.18,,PC
6.8672313,2.31017,2.858,732.0,5564.0,0.91,4.51,PC
12.9587054,2.49711,3.598,1007.0,5564.0,0.91,4.51,PC
0.8219599,,2.147,17968.0,3866.3,,,FA
4.0610981,2.57627,1.964,558.0,6193.0,1.16,4.38,PC
5.6494351,3.74551,5.214,200.0,5764.0,2.95,,PC
7.3120981,3.45268,1.428,1655.0,5159.0,0.8,4.57,PC
7.4760689,14.1742091,1.5699592,1443.0305627,6680.0,2.3351099,4.20036,APC
2.9852193,17.0487122,3.7760499,12776.05708,6116.0,1.48347,4.15621,PC
10.5789534,3.0009044,2.8444195,1530.5878174,5164.0,0.765045,4.61221,PC
0.2939493,0.9372852,0.5422359,746.4231884,3359.0,0.33188,4.89202,PC
,5.6562862,7.1157207,3065.8159708,6487.0,1.0,4.438,PC
,9.531746,18.1537085,1602.3801725,6534.0,2.2886801,3.84827,PC
735.797917,2.7674128,5.9484218,479.47449,5972.63,1.24541,4.28725,PC
,4.5545799,16.657231,789.17357,6477.0,1.56674,4.16898,PC
,8.6506071,6.6621453,5126.8337118,5952.0,1.19221,4.32279,APC
718.652003,3.447372,14.6548943,479.4666113,6002.0,1.3949,4.1943,PC
731.9966539,10.6774533,2.892543,16102.9689949,4722.0,0.756773,4.55866,PC
1.6289322,1.2145664,0.809276,2512.1192447,3202.0,0.226407,4.86375,KP
,9.3912424,22.9026501,2389.5186523,7271.0,1.7819099,4.15114,PC
,3.1919762,2.4755873,1566.5840348,4713.0,0.815268,4.49053,PC
,6.3590858,6.6644694,1352.2809088,8450.0,1.67454,4.31188,PC
19.7468103,2.6201221,7.1658967,276.3656087,6439.2,1.4073499,4.25521,PC
,11.6792669,5.1715272,12885.3671957,3907.0,0.663933,4.59828,PC
,6.1245707,5.4653921,1323.0928698,6608.0,1.3326,4.32886,PC
22.6957088,2.2731788,5.3266755,309.0178416,5988.0,1.2555,4.28183,PC
5.4496736,8.32098,0.203,917.0,6760.0,1.57,4.21,PC
3.4268387,2.12571,1.288,844.0,4794.0,0.77,4.55,PC
2.3170053,4.4811227,1.122279,1719.0971731,5542.0,1.0432,4.438,PC
4.3787302,21.696241,3.827504,30199.2684097,6159.0,1.22606,4.37691,APC
4.3816966,10.8739335,5.601621,2801.3182472,6875.0,1.99491,4.01141,PC
3.7783401,13.8305377,2.82963,24582.4117134,5443.0,0.863922,4.54284,KP
4.243624,5.7584838,3.8869543,2634.0168857,5372.0,1.0,4.438,PC
3.8568001,12.9539382,2.858704,23589.8587425,5009.0,0.849464,4.49886,PC
2.7086444,13.966554,2.1554708,25164.5811952,4848.0,0.851167,4.47567,PC
10.7715898,4.1568836,4.2203793,947.4340655,6055.0,1.1335599,4.38226,PC
4.1661265,14.5365629,3.7000327,15441.3606576,5883.0,1.15599,4.34,KP
3.4414188,12.4943419,3.0026348,7380.9342568,5965.0,1.43051,4.16451,PC
4.9594992,4.6274347,1.2463603,2778.737264,4900.0,0.881258,4.45095,PC
4.1287427,12.0296829,2.7601938,12670.8512175,5377.0,1.06754,4.34978,PC
3.9451359,2.51666,2.424,841.0,5581.9,0.99,4.13,CP
761.7092276,2.5578976,7.6296016,545.0105734,5599.17,1.06775,4.37676,PC
904.5347981,2.7306626,22.1692458,603.0604952,5599.17,1.06775,4.37676,PC
,2.9487289,15.1057104,183.6559789,6649.0,2.1245999,3.92964,PC
,8.3655782,10.7778244,3281.1685561,6047.0,1.36681,4.21587,PC
2.9932591,11.8414052,4.7371329,3363.9691586,6106.0,1.9654,3.91186,FP
3.9759251,13.4485221,2.4026632,31337.4687251,4693.0,0.769415,4.54081,PC
,7.637469,8.6668849,2315.4424358,6118.81,1.56229,4.11275,PC
3.6859958,23.322957,5.1972226,12982.7214564,6731.3,1.99719,3.99257,FP
,8.1052869,14.6473924,2626.7704894,6613.0,1.4927,4.23,CP
,12.8973379,12.9674227,6318.0730583,6613.0,1.4927,4.23,PC
,2.6737151,3.6676275,1168.7878058,4677.0,0.750312,4.56264,PC
5.322002,3.84201,3.193,955.0,4716.0,0.75,4.56,PC
0.579398,5.759676,1.64214,1324.07712,5688.0,0.950534,4.48774,FP
15.5177539,9.4825825,1.2572404,3717.3165127,6314.93,1.49694,4.18108,PC
10.018102,12.3167818,2.6562286,1791.2124346,6697.0,2.0266299,4.21,PC
2.1874712,3.3333783,6.154356,768.888544,4454.0,0.698505,4.59483,PC
49.6178223,2.4730956,14.0758927,88.0818849,5494.7,2.46205,3.63775,PC
2.8607384,,1.8963897,928.4712689,5780.0,,4.438,PC
6.8275101,5.0896772,3.2903924,1559.4770206,5780.0,1.0,4.438,PC
8.4457042,21.1100738,1.6861879,3848.7179165,6392.0,2.8927801,3.5,PC
7.5757446,12.6097244,1.8699103,3661.6696028,8044.0,1.89254,4.17155,PC
3.8347282,5.6648123,3.4951108,1112.3388758,6088.34,1.58202,4.09655,PC
4.2290856,1.915198,1.8943522,2605.430842,3264.0,0.320782,4.90343,PC
2.3477336,1.0903541,1.8624266,182.9434914,4799.0,0.678033,4.66766,PC
10.1970284,23.8452,4.694,16111.0,7949.0,1.82,4.21106,APC
2.067123,1.5139896,1.9263234,394.2384169,5113.3,0.758633,4.77,PC
10.3469945,1.0318727,2.5934713,1601.254739,3278.0,0.256167,4.97813,FP
1.8987896,2.2042465,1.926234,98.2034719,6016.28,2.17401,3.81004,PC
2.1538049,0.8814471,1.6541007,137.9312313,4944.24,0.757603,4.58767,PC
4.7674421,1.0365063,1.321031,4898.6218606,2824.0,0.125969,5.24293,APC
2.8618782,3.9033641,2.2839791,2450.9899956,4743.0,0.793587,4.51969,PC
4.718569,1.0102426,1.1450785,1734.8673947,3190.0,0.226654,5.01971,PC
0.4707476,1.852907,0.5009607,5060.8335277,3254.0,0.219973,5.0301,PC
2.9532145,10.2396383,3.9795532,3110.6890792,5483.2,1.68056,4.3,PC
2.1764875,14.184839,3.4403723,8114.6829556,5646.0,1.56233,4.05052,KP
3.6335834,5.1614854,1.8069693,8668.4420489,3765.0,0.544068,4.75169,CP
4.1470359,8.6285404,2.3197694,12886.987991,4247.0,0.775548,4.47839,KP
4.6086414,17.9837961,3.5610971,27081.6985753,5693.0,1.08355,4.37269,PC
3.9613114,9.2319785,2.5843337,15578.1136873,5221.0,0.741696,4.64701,PC
3.4852362,12.6093335,3.0318968,14856.89726,5728.0,1.02553,4.42477,PC
42.8614655,4.13549,7.635,908.0,5703.4,1.61,4.04,PC
2.1476974,,1.669,136.0,,,,PC
14.2456603,3.68209,3.403,1084.0,4760.0,0.76,4.57,KP
15.3471548,2.53444,3.703,946.0,5791.0,0.92,4.53,PC
24.9636551,4.53167,5.444,461.0,6388.0,2.61,3.71291,PC
7.8374554,2.26966,4.754,188.0,6289.7,1.86,3.99,PC
3.8638303,1.80822,2.992,109.0,6289.7,1.86,3.99,PC
10.5426254,22.0104106,6.2145259,16789.8076116,6114.0,1.65817,4.28439,FP
4.3934744,10.511208,3.0547623,11541.7099365,5349.0,0.977886,4.4,PC
1.631858,11.400179,1.8201336,17812.0219789,4778.0,0.805143,4.51281,PC
1.3003394,12.0407,1.341,38320.0,3658.0,0.58,4.67,PC
3.2529571,15.5894,4.813,6055.0,6623.0,2.21,3.89,PC
4.6068687,12.7334,3.286,15647.0,5917.0,1.08,4.4,PC
3.3357969,11.1895,1.39,5024.0,6517.0,1.5,4.21,PC
2.9879341,11.6667,2.501,14088.0,5315.0,0.96,4.43,PC
2.8475582,16.2689,2.979,12974.0,6372.0,1.36,4.28,PC
3.6234424,9.13018,4.383,3332.0,5815.0,1.95,3.88,PC
4.6588405,10.0709,1.429,12845.0,4768.0,0.83,4.49,PC
1.9771658,5.2706003,1.1104153,13877.3059698,3467.0,0.421944,4.87946,CP
3.3505941,11.4279,3.542,8973.0,5579.0,1.35,4.17,PC
5.0061978,12.4847,3.521,6438.0,6713.0,1.55,4.21,FP
8.1678648,10.7664,4.797,4097.0,5859.0,1.74,3.98,PC
5.9097139,18.7334,5.732,8420.0,6508.0,2.14,3.9,PC
0.8674623,12.8076,1.457,5547.0,6470.0,1.72,4.09,PC
5.2452852,11.9863,5.117,5568.0,5928.0,1.93,3.9,PC
1.20306,12.8325,1.028,14933.0,4204.0,0.97,4.29,PC
0.7025922,5.49838,0.733,1740.0,5875.0,1.24,4.27,APC
4.5932835,11.9834,3.185,7417.0,5988.0,1.41,4.18,PC
8.6121286,12.0872,4.155,4777.0,7929.0,1.89,4.16,PC
4.1780637,14.6952606,4.3176109,11478.1087015,5620.0,1.34736,4.18582,KP
2.5950111,10.8614,2.524,28870.0,3875.0,0.64,4.62,FP
2.9419791,15.3905,3.363,14460.0,7277.0,1.42,4.35,PC
11.3648628,9.30846,4.025,4113.0,6128.0,1.51,4.15,PC
1.0169814,12.1981,2.353,7976.0,5616.0,1.43,4.12,PC
1.9943104,17.6537,3.316,10353.0,7247.0,1.69,4.19,PC
5.7585993,11.2259,2.737,13636.0,5090.0,0.99,4.38,PC
4.9354155,16.6116,4.672,12554.0,6500.0,1.63,4.14,PC
3.5193417,14.4544,5.025,6522.0,5620.0,1.51,4.08,PC
12.6136992,2.58082,2.533,2172.0,3719.0,0.56,4.69,PC
1.318678,10.1378,1.758,11891.0,5764.0,0.99,4.46,PC
2.1503007,14.1253056,1.9774726,9260.8973045,5430.0,1.23206,4.41381,PC
5.2820398,9.84673,2.762,12532.0,5415.0,1.05,4.37,PC
4.3430254,13.5998,4.425,11142.0,6594.0,1.47,4.25,PC
5.1778752,11.9282,1.718,29835.0,3599.0,0.66,4.6,PC
2.4519381,17.3192,2.834,11446.0,7085.0,1.67,4.19,PC
2.8562935,18.1559,3.785,22525.0,6383.0,1.32,4.31,FP
2.7967251,19.3726,1.626,5786.0,7566.0,2.61,3.85,PC
2.2104947,13.6352,2.925,7893.0,5421.0,1.58,4.01,PC
2.3519086,18.0511,1.43,16808.0,6026.0,1.37,4.22,PC
4.8741147,14.8251,2.049,4613.0,6085.0,2.11,3.84,FP
5.6858804,13.193,4.185,10855.0,5492.0,1.41,4.12,PC
11.2365977,13.0203,2.292,9414.0,6446.0,1.29,4.37882,CP
14.6768874,9.65258,2.617,15152.0,5230.0,0.77,4.62,PC
6.8552506,11.7073,3.525,4540.0,6847.0,1.96,4.02,PC
3.940549,7.73812,3.78,3700.0,5493.0,1.5,4.07,PC
3.272056,10.5823,3.3,7709.0,5668.0,1.39,4.15,PC
4.5833112,9.62957,2.275,4988.0,5853.0,1.39,4.18,PC
0.5940157,7.9118,1.035,4094.0,5663.0,1.17,4.31,APC
1.9519092,10.4769,1.056,31413.0,3498.0,0.55,4.69,PC
3.3615701,16.5271,4.502,6992.0,6258.0,1.9,3.97,PC
3.9718475,8.29625,1.09,5487.0,6064.0,1.12,4.39,PC
1.3504913,8.65039,1.586,9835.0,4858.0,0.82,4.51,PC
11.3298459,3.4134506,4.4750093,821.128478,5624.0,1.057,4.39124,PC
13.4570562,10.2486,4.073,11282.0,5771.0,1.06,4.3,PC
2.7638775,11.9271,1.559,7451.0,6155.0,1.35,4.25,PC
1.7278017,17.158,2.771,17825.0,6460.0,1.38,4.27,PC
6.0368213,13.3128,1.984,108361.0,3445.0,0.41,4.82,PC
3.1539313,15.5528,4.023,14772.0,6610.0,1.7,4.12,PC
16.2501976,8.04744,7.487,2930.0,6177.0,1.58,4.12,PC
2.7142282,17.7291,3.44,23021.0,6063.0,1.15,4.37,PC
2.9588636,16.201,3.438,8605.0,6405.0,1.74,4.07,PC
24.092358,12.4646,3.907,14405.0,5388.0,1.06,4.36,PC
4.2221583,7.93123,2.921,7098.0,5589.8,1.02,4.42,PC
11.1755425,17.5706,5.482,7873.0,6655.0,1.91,3.9,FP
6.1030299,16.3974,3.689,13335.0,6057.0,1.41,4.2,PC
18.8224069,12.5063,1.76,13388.0,5661.0,1.1,4.36,PC
7.9605908,5.94344,3.236,6040.0,5081.5,0.85,4.51,PC
6.5516113,7.01051,0.786,6717.0,4841.8,0.73,4.6,PC
7.3099457,12.4526,6.439,4484.0,6391.0,2.38,3.79,PC
2.1250402,12.6314,2.897,8318.0,5355.0,1.51,4.05,PC
3.7871416,8.91723,3.257,6722.0,5594.0,1.19,4.28,PC
0.9898852,11.4457,1.352,4914.0,5339.0,1.66,3.96,APC
22.3751134,12.8125,11.966,6829.0,6477.7,1.47,4.24,PC
0.664786,5.36785,0.66,1215.0,6333.0,1.35,4.28,PC
0.433569,4.8760213,0.9778227,741.9430791,5967.0,1.7628,3.9495,APC
4.1518071,10.2109,2.653,1556.0,6702.0,2.71,3.72,PC
1.2245052,19.6011,1.091,24584.0,4337.4,0.7,4.58,PC
1.1079142,12.7389,1.106,36019.0,3969.0,0.59,4.66,APC
3.3522572,10.9307,1.934,6919.0,5951.0,1.39,4.19,PC
3.7724643,13.0104,2.099,8796.0,6170.0,1.38,4.23,PC
1.040425,11.6289,0.979,9568.0,4750.0,0.86,4.45,PC
23.2490769,15.7473,3.914,48641.0,4849.0,0.69,4.65,APC
6.6210878,9.48332,2.297,13071.0,4790.0,0.79,4.53,PC
3.0449187,20.761,2.988,19894.0,6026.0,1.36,4.22,PC
2.6855972,11.0734,1.744,31004.0,3822.0,0.62,4.64,PC
15.7784931,18.2872401,3.3857406,6805.627558,7447.0,1.6898,3.79,PC
11.3498282,12.2742,4.564,10625.0,6009.0,1.18,4.34,PC
1.1602698,18.336,0.489,18692.0,3692.0,0.7,4.57,PC
12.6357243,13.1329,3.717,8255.0,5951.0,1.41,4.17,PC
2.3557153,1.98374,1.866,740.0,4851.0,0.72,4.62,PC
0.7941828,8.86489,0.905,2393.0,6397.0,1.55,4.16,PC
17.9217736,16.7867,4.309,44474.0,5144.1,0.76,4.46,PC
10.9267866,13.7902,6.548,9304.0,5792.8,1.46,4.3,PC
3.1998039,6.9761,1.816,3672.0,5430.0,1.15,4.3,PC
10.1956949,7.45333,1.526,3293.0,5791.0,1.21,4.29,PC
8.5467163,6.73372,3.813,2387.0,5557.6,1.58,4.03,PC
6.8392388,3.74186,4.176,1213.0,5085.0,1.08,3.92,CP
2.014214,2.55092,1.854,971.0,5039.0,0.82,4.54,PC
3.535713,4.58576,2.148,3116.0,5222.0,0.86,4.52,KP
2.7492112,10.486,1.866,26414.0,3794.0,0.6,4.65,PC
2.8411187,5.54834,1.993,1915.0,5517.0,1.19,4.27,PC
5.407469,12.0272,2.87,13091.0,5417.0,1.03,4.39,PC
16.4547455,4.11474,4.517,2186.0,5826.0,0.98,4.47,PC
6.4375108,2.10567,2.572,730.0,5203.0,0.74,4.65,PC
4.4738444,11.2091,6.406,2985.0,4943.1,2.53,,PC
3.4894537,11.1177,2.134,8533.0,5415.7,1.19,4.4,PC
23.842,17.1852,5.577,12487.0,5923.2,1.45,,PC
3.4058895,17.2861065,2.6582989,15490.0795356,6302.0,1.26867,4.30907,KP
1.8778647,13.2226172,1.5178899,15157.0212857,5100.0,0.927664,4.4,PC
57.1050077,5.93946,5.271,3388.0,5816.0,0.97,4.49,PC
5.1392756,2.17365,2.426,862.0,4014.0,0.71,4.53,PC
8.2616616,3.30997,2.862,1343.0,5281.0,0.86,4.53,KP
6.3392677,3.91968,3.02,1739.0,5289.0,0.93,4.46,KP
0.2803246,1.64829,0.868,507.0,4477.0,0.72,4.56,KP
9.100412,2.59387,2.181,1085.0,5013.7,0.77,4.58,KP
0.9494413,1.37109,1.392,136.0,5872.1,1.19,,PC
1.5109447,1.2038917,0.6401499,10693.4881603,5780.0,0.114827,5.27596,KP
2.9944742,8.6826968,3.0998781,3499.7547124,5756.0,1.44085,4.13367,PC
19.8507621,8.778562,2.249,1766.0,9488.0,2.35947,4.07548,PC
8.9000334,15.1261771,1.8542477,22163.2825659,5854.0,1.0044,4.45956,PC
13.9285074,9.5784743,3.9986123,13364.3594607,5103.41,0.836141,4.52801,PC
5.3920955,18.2452387,4.2434029,15466.3588483,5752.18,1.41933,4.14674,PC
5.4977872,14.0381026,4.9400249,6357.7268879,6281.0,1.72746,4.05316,PC
3.8068712,8.6543461,2.2690911,17898.9103154,3913.0,0.647921,4.6113,PC
4.7443604,7.57257,1.139,9002.0,5420.1,0.75,4.5,PC
3.334884,10.5691,2.559,12501.0,5771.0,0.93,4.51,PC
1.3939452,8.87293,0.922,5131.0,6140.0,1.09,4.42,PC
7.5954765,13.1172,2.533,45085.0,3768.0,0.57,4.68,PC
1825.048364,12.7111,3.62,2576.0,6290.0,2.09,3.89,FP
11.6332127,10.264,5.081,3480.0,5287.7,1.73,3.88,KP
6.0803777,3.36588,2.486,1366.0,4275.7,0.89,4.37,PC
12.0101118,2.28751,2.82,1204.0,4073.0,0.67,4.59,PC
16.7382238,9.09208,3.529,15139.0,4551.0,0.7,4.6,PC
10.636983,8.16912,5.378,2913.0,6297.0,1.65,4.1,PC
2.7663479,6.35856,1.212,2476.0,6413.0,1.19,4.4,PC
26.3333899,9.07333,2.783,8665.0,5309.0,0.93,4.46,PC
0.6541517,15.3922,0.823,35193.0,3657.0,0.69,4.58,PC
10.0512067,5.57868,1.763,22227.0,3428.0,0.38,4.84,PC
